text,label
"American Express 3rd-Quarter Net Rises 14 on Travel (Update3). American Express Co., the fourth- largest US credit-card issuer, said quarterly profit climbed 14 percent to a record as customers spent more on travel and carried larger loan balances.",Business
"Chemists could predict volcanos moves. WASHINGTON - Monitoring the gases emitted by lava from Mount St. Helens might provide clues to future eruptions, a British volcano expert says.",Sci/Tech
"Iraq #39;s Allawi Hopes to Avoid Falluja Assault-Aide. Interim Iraqi Prime Minister Iyad Allawi hopes to avoid a US-led military offensive against the rebel-held city of Falluja but cannot wait much longer, his spokesman said on Sunday.",World
"Johnson bound for Yankees: report. CBC SPORTS ONLINE - The Arizona Diamondbacks, who made a big splash before and during baseball #39;s winter meetings, soon could be facing life without the Big Unit.",Sports
"Bush voted ""Movie Villain of the Year"" (Reuters). Reuters - President George W. Bush may see himself as defender of democracy and compassionate\conservatism but film fans have voted him ""Movie Villain of the Year"".",World
"Phelps won #39;t top Spitz, but he is putting on the hits. ATHENS, Greece If Mark Spitz had never lived, Michael Phelps would have done well to create him as a fictional character. ",Sports
"HDS unveils TagmaStore array. SEPTEMBER 08, 2004 (COMPUTERWORLD) - NEW YORK -- Hitachi Data Systems Inc. yesterday announced the general availability of a new high-end storage sub-system that it said is unprecedented in its ability to ",Sci/Tech
"Iran Plans to Launch Satellite by May 2005 (Reuters). Reuters - Iran said Thursday it would launch its\first satellite into space by May 2005, state television\reported.",Sci/Tech
Oil Up a Dollar as Ivan Threatens.  NEW YORK (Reuters) - World oil prices shot higher on Monday  as companies operating in the Gulf of Mexico braced for output  disruptions from powerful Hurricane Ivan.,Business
"HP hands Itanium to Intel. HP has ended its development of the Itanium chip and handed the work back to Intel. The chip giant has taken over HP #39;s 300-strong Itanium development team, based in Colorado, in a move that brings to an end ",Sci/Tech
National Foods 2nd-Half Net Rises 12 on Milk Sales (Update2). National Foods Ltd. increased second- half profit by 12 percent as Australia #39;s biggest fresh milk supplier expanded its range of gourmet foods and sold more Pura Classic and other flavored milk drinks in convenience stores.,Business
Chinese computer science major sentenced for Internet porn (AFP). AFP - A Chinese university student in eastern Zhejiang province was sentenced to a year in jail for selling pornography on the Internet.,Sci/Tech
"Emphasis on turnover margin pays off big for teams such as USC. USC is the country #39;s top-ranked team, in no small part due to its fetish for the football. It #39;s apparent in everything from T-shirts the program special ordered for players -- which read  quot;It #39;s All About the ",Sports
"China Detains Eight Priests and a Living Buddha -Groups.  BEIJING (Reuters) - China has detained eight Roman Catholic  priests in a crackdown on those loyal to the Pope and arrested  a ""Living Buddha"" for arousing superstition at the re-opening  of a temple, U.S. groups said on Wednesday.",World
"Marvel Battles Role Players. Marvel says the massively multiplayer City of Heroes lets players create characters that resemble its own, so the company is suing. That's not sitting well with free-speech advocates. By Daniel Terdiman.",Sci/Tech
"Prabhakaran threatens war if peace talks don #39;t start:. World News: Colombo, Nov 27 : Tamil Tigers leader Velupillai Prabhakaran Saturday threatened to resume his armed campaign if Sri Lanka did not quickly begin talks on his proposal for an administrative set-up in Tamil areas, which many fear will only ",World
Schottenheimer fumes over perceived cheap shot. The San Diego Chargers coach went off during his weekly news conference when he was asked what he thought about nose tackle Jamal Williams punching Jacksonville center Brad Meester at the end of a play in the second quarter of the Chargers #39; 34-21 win on ,Sports
U.S. Stocks Near Flat After Nokia Boost (Reuters). Reuters - U.S. stocks were little changed on\Thursday after cell phone maker Nokia Corp.  raised its\earnings forecast and weekly jobless claims fell more than Wall\Street's forecast.,Sci/Tech
"Govt tackles Left parties, hikes FDI cap in aviation to 49. New Delhi: The United Progressive Alliance (UPA) government on Wednesday hiked foreign direct investment (FDI) limit in the civil aviation sector from 40 to 49 per cent but barred foreign airlines from holding stakes.",Business
BellSouth Closes Sale of Some Assets (AP). AP - BellSouth Corp. said Thursday it has completed the sale of some if its Latin American assets and will use the proceeds to help pay for Cingular Wireless LLC's  #36;41 billion purchase of AT amp;T Wireless Services Inc.,Sci/Tech
"Ivory Coast overturns candidacy rule. Lawmakers approved amending Ivory Coast #39;s constitution Friday to widen the pool of potential presidential candidates, implementing a crucial reform from a French ",World
"Sprint #39;s 3Q Loss Widens on Charge. Sprint Corp. on Tuesday said its third-quarter loss widened because of a previously disclosed asset impairment, but the company reported growth in wireless services and said it benefited from cash contributions from local and long distance services.",Business
"New Process Could Help Make Hydrogen Fuel Affordable. In what could be a step toward an affordable source of clean energy, Australian scientists have announced a breakthrough in using sunlight to create hydrogen from water.",Sci/Tech
"Minister says three British soldiers killed in Iraq. LONDON - Three British soldiers in the Black Watch regiment, the forces moved closer to the Iraqi capital to back up American troops, have been killed in an attack, the government said Thursday.",World
Summit on eco-friendly buildings. A city which has embraced the concept of eco-friendly housing hosts the International Earthship Conference.,Sci/Tech
"Telefnica rejects bid for maker of Big Brother. TELEFNICA, the Spanish telecoms group, is understood to have rejected a bid of at least 2 billion (1.4 billion) for its Endemol television production company, which is behind Big Brother.",Business
"Eritrean Deportees Surrender After Hijacking, Diverting Plane To &lt;b&gt;...&lt;/b&gt;. A group of Eritreans being deported from Libya hijacked their aircraft and diverted it to Sudan earlier Friday, before surrendering to authorities.",World
"British Military Begins Deployment North Toward Baghdad. Basra, Iraq -- The British military says its troops have begun heading north to Baghdad from their base in southern Iraq. Large flatbed trucks can be seen carrying armored British vehicles up a road through Iraq #39;s southern desert.",World
"Wal-Mart Tries to Shine Its Image by Supporting Public Broadcasting. Wal-Mart, stung by criticism of its business tactics, is working to improve its image by supporting public broadcasting.",Business
ConocoPhillips hikes stake in Lukoil to 10 percent. MOSCOW ConocoPhillips has upped its stake in the Russian oil giant Lukoil to ten percent. That #39;s according to a Lukoil official.,Business
"Liu Xiang makes history. The 21-year-old Chinese claimed the gold medal of the showcase men #39;s 110m hurdles before a capacity crowd of 70,000 at the Olympic Stadium in the 28th Olympic Games here on Friday.",Sports
UTStarCom to put cell networks on IP. Network infrastructure maker UTStarCom Inc. says it has figured out a way to keep local cell phone calls local -- even over enterprise LANs.,Sci/Tech
"FDA approves Raynham firm #39;s artificial disc. Patients with degenerative disc disease in their spines may have an alternative to getting their vertebrae fused, which alleviates pain but limits motion.",Business
"Air and Space museum expands offerings once again. CHANTILLY, Virginia - Yesterday, the Smithsonian took the wraps off a new hangar where visitors can get close to a space shuttle. The space shuttle Enterprise is now on exhibit, the museum #39;s second-largest artifact after the Concorde.",Sci/Tech
"Euro probe comes in 4th in moon race. Nearly 40 years after US and Soviet space probes orbited the moon, the European Space Agency has put its own satellite into lunar orbit.",Sci/Tech
Report says Virtually All Big Companies Will Outsource Security By &lt;b&gt;...&lt;/b&gt;. A Yankee Group report suggests that the need to stay ahead of hackers will drive a move to outsource security to managed service providers.,Sci/Tech
